,company,headline,date,overall_rating,author_position,pros,cons
35,,Great place to work,2021-03-21,4.0,Analyst,Good corporate culture in Sydney,Relatively small company by headcount
36,,Heading in the right direction,2021-03-20,4.0,Associate,"Strong bench of young, high quality MDs. Focus on improving culture, work life balance.",Inconsistent quality at the VP / ED level.
37,,Long hours good experience,2021-03-19,3.0,Associate,Lot of exposure to clients,"Little guidance or support, long hours"
38,,Great Learning Experience,2021-03-03,3.0,Anonymous Employee,Lots of deal flow and senior level exposure,lack of a work life balance
39,,Standard IB,2021-03-01,3.0,Vice President,Support internal development and competitive pay,Work life balance is not good
40,,Great Learning Experience,2021-02-22,5.0,Investment Banking Associate,"Solid and intelligent group of people to work with
Great pay",Long hours and inability to control plans and life events
41,,good technical expereince,2021-02-21,4.0,Anonymous Employee,good deal experience and technical experience,long hours most of the time
42,,"Good place to jump start career, bad culture, great comp",2021-02-19,3.0,Investment Banking Analyst,"Cash, exit opps, live deal experience","sweat shop, bad culture, less rewarding work"
43,,Hate it,2021-02-18,1.0,Managing Partner,Compensation was really good. But horrible stock price,"Politics, Lack of Meritocracy, Family ownership"
44,,challenging but rewarding,2021-02-16,3.0,Analyst,"great experience, dynamic work environment","culture, hours, no work life/balance"
45,,Analyst Program,2021-02-01,3.0,Anonymous Employee,"Opportunity for growth, lots of responsibility early on, dedicated co-workers, above-average pay even for IB, good training program","Rough hours, sometimes tough culture, unpredictable schedule,"
46,,Work life balance is minimal as expected but great learning experience,2021-01-28,5.0,Analyst,"Lean deal teams, generalist investment banking experience, good deal flow",Work life balance is minimal (as expected)
47,,"Ok employer, will work you very hard",2021-01-27,2.0,Senior Analyst,Can pay well on the right team,"Inflexible, not very good at employing a good culture or caring about diversity"
48,,Good experience but tough culture,2021-01-25,4.0,Associate,Lot of deals and given a lot of responsibility,Not a lot of mentorship/caring about junior team
49,,Analyst,2021-01-14,5.0,Analyst,Good brand name on CV,Slow deal flow compared to US office
50,,Private Funds Advisory Salary,2021-01-11,1.0,Associate,Good name recognition in industry,"Culture, culture, culture, people, people, people."
51,,Great culture,2021-01-05,5.0,Investment Banking Analyst,"People, Deal Experience, Training, and Exit Opportunities","Hours, hours, hours, and hours."
52,,Working at Moelis & Company,2020-12-19,4.0,Assistant Vice President,Great culture and lots of opportunity to advance skill set.,I’ve been working here almost 1.5 years and none.
53,,Top quality advisory,2020-12-13,5.0,Managing Director,"Close knit, collegiate, high quality team","Smaller company, less back-office support than bulge bracket"
54,,Good experience,2020-11-29,5.0,Associate,Good teams and learn a ton,Long hours and nights will happen
55,,Strong M&A (Investment Banking) Practice,2020-11-16,5.0,Vice President,"Strong, experienced senior level bankers with robust sell-side M&A history","Demanding work environment, often with unreasonable deadlines"
56,,"Great company, great people",2020-11-05,5.0,Investment Banking Analyst,"Amazing colleagues, great comp, good exposure early on",long hours and intense days (to be expected at an IB)
57,,Better than Expected,2020-10-19,4.0,Investment Banking Analyst,Salary and Transaction Variety are superlative,Micro-Management is not fun at all
58,,"Great deal flow, sweaty culture",2020-09-24,3.0,Investment Banking Analyst,"Great deal flow as expected, the experience is solid all around","It's a very work hard with little appreciation culture. If you can put your head down and grind out for 2 years, then the experience may be for you."
59,,Great,2020-09-21,5.0,Analyst,Great people and great learning experience,Hours can be very long
60,,Employee Review,2020-09-13,5.0,Vice President,"Great management, employees well looked after",Dont have a negative comment
61,,Good deal flow,2020-09-08,4.0,Vice President,Deal flow and M&A experience,Hours and uneven talent at the VP+ level
62,,good learning experience at analyst level,2020-08-21,4.0,Analyst,top notch learning experience at the junior level,grueling hours and lack of mentorship
63,,Avoid them if you can,2020-08-20,1.0,Executive Director,"Honestly, none. Very bad culture",There were a lot of cons. Will not comment on this.
64,,Good place to learn,2020-08-14,4.0,Support Analyst,"great benefits, good bonuses, consistent communication from leadership, opportunities to get involved in a lot of different projects, true 'open-door' policy","Lack of diversity at the senior level, promotions based on longevity (not performance), leadership doesn't promote work-life balance"
65,,Great,2020-07-27,5.0,IB Analyst,Great place to be at all the time,Long hours are guaranteed for sure
66,,Quantitative Researcher,2020-07-23,5.0,Quantitative Researcher,vision and experience of being able for your team,good excellent experience very professional
67,,Valuable Learning Experience,2020-07-04,5.0,Anonymous Employee,"- Flat structure 
- Highly motivated teams
- Good pay",- Long hours (which perhaps is to be expected in this industry)
68,,M&A Analyst,2020-06-23,3.0,Anonymous Employee,"interesting deals, great exit ops, skill development",work/life balance does not exist
69,,Great Experience and Exposure,2020-04-08,5.0,Investment Banking Summer Analyst,"Free food at night, good experience","Long hours, high pressure, demanding schedule"
70,,culture is owesome,2020-03-17,3.0,Vice President,payment of salary is completely based on the fee earned,there are no atmosphere to cooperate with other team members
71,,HR incredibly dishonest,2020-03-01,3.0,Administrative Assistant,"nice employees 
professional working environment
casual fridays","The dishonesty between hr/managers to the employees  is constant and ongoing. Information lacking so as to be purposely vague, and intentional on stringing you along ."
72,,The best Gig,2020-02-25,5.0,Investment Banking Analyst,Quite a relaxed and a welcoming work environment,"Not applicable, since there wasn’t any"
