,company,headline,date,overall_rating,author_position,pros,cons
335,,Abc,2021-06-03,5.0,Network Engineer,High salary compare with other local bank,High workload compare with other bank
336,,good,2021-06-02,5.0,CGRM,"good, culture, pay, good, good","systems, pressure, ok , ok , ok"
337,,analyst,2021-06-01,5.0,Analyst,"work life balance, good people, good boss,","underpaid, no competion, no learning"
338,,Constant Restructures,2021-05-31,1.0,Learning Manager,Big company with a great mortgage rate for staff,Horrible culture. Very political. I had an awful manager and no exit interview.
339,,Support,2021-05-30,3.0,AVP-IT,Too many things to learn,Tooo many layers and no clear goals
340,,very good,2021-05-29,5.0,Senior Software Developer,very goodvery goodvery goodvery good,working location too far away
341,,Best to work,2021-05-29,5.0,Anonymous Employee,Best for female and career growth,Long working hours and pressure
342,,Great and Not So Much,2021-05-27,3.0,Customer Service Representative,Great benefits first day. Provided great wfh setup.,Don’t fix known issues because of the “drive to digital.” People HATE our phone system and are aggravated when they get to me. Citi wants people to use online resources rather than talk to a person. I’m now on my 6th manager in a year due to reorganization.
343,,Good company to work,2021-05-27,4.0,IT Project Manager,"Very nice people to work with 
Supports personal development",A significant time needed to get used to the procedures
344,,na,2021-05-27,3.0,Anonymous Employee,"good payment, giving a good professional experience s","lack of an technological advantage , too many bureaucracy"
345,,Good,2021-05-26,5.0,Accountant,Good company to work for,Long hour but overall okay
346,,Good company to work for,2021-05-25,4.0,Personal Banker,Maternity leave + competitive pay,Growth opportunities - low bonuses
347,,Na,2021-05-25,4.0,Citibank Teller,Valuable experiences on process administrative work,Long Working hours to gain overtime allowance
348,,Citi Life,2021-05-24,3.0,Quality Control Analyst,Flexible company that works with your life schedule,Unreliable systems that does make work difficult to complete and excel
349,,Teller job,2021-05-24,5.0,Teller,"Great coworkers, they try to accommodate you with the best branch for you",Applied as a part time but keep getting put with full time hours.
350,,Good Company,2021-05-23,5.0,Personal Banker,the salary is relative competitive,i think no cons at all
351,,Good company,2021-05-23,4.0,Customer Service Representative,"Cares for employees
Good benefits
Good pay
HMO on 1st day
Generous","Apathetic manager
Toxic culture on the floor
Strict break hours
.
."
352,,Citi Experience,2021-05-23,5.0,Customer Service Representative,Stretch goals nice remuneration on merit,Staff in operations department take long to grow
